N002,N001,1
N003,N002,1
N004,N002,1
N004,N003,1
N005,N002,1
N005,N004,1
N006,N002,1
N006,N003,1
N006,N004,1
N006,N005,1
N007,N003,1
N007,N004,1
N007,N005,1
N007,N006,1
N008,N002,1
N008,N006,1
N009,N002,1
N009,N006,1
N010,N003,1
N010,N004,1
N011,N003,1
N012,N003,1
N012,N004,1
N012,N010,1
N013,N001,1
N013,N002,1
N014,N003,1
N014,N010,1
N014,N012,1
N015,N003,1
N015,N004,1
N015,N007,1
N015,N010,1
N015,N012,1
N015,N014,1
N016,N003,1
N016,N010,1
N017,N003,1
N017,N010,1
N017,N012,1
N018,N003,1
N018,N012,1
N018,N015,1
N020,N001,1
N021,N001,1
N021,N013,1
N021,N020,1
N022,N014,1
N023,N003,1
N023,N010,1
N023,N012,1
N023,N018,1
N024,N010,1
N024,N012,1
N025,N010,1
N026,N003,1
N026,N010,1
N026,N012,1
N026,N023,1
N027,N003,1
N027,N007,1
N027,N010,1
N027,N011,1
N027,N018,1
N028,N003,1
N028,N010,1
N028,N018,1
N028,N023,1
N028,N026,1
N028,N027,1
N029,N004,1
N029,N006,1
N029,N007,1
N030,N003,1
N030,N012,1
N030,N015,1
N030,N018,1
N031,N004,1
N031,N007,1
N031,N029,1
N033,N031,1
N035,N004,1
N035,N007,1
N035,N029,1
N035,N031,1
N036,N003,1
N036,N010,1
N036,N014,1
N036,N018,1
N038,N037,1
N039,N003,1
N040,N004,1
N040,N007,1
N040,N031,1
N040,N035,1
N041,N035,1
N042,N001,1
N043,N003,1
N043,N010,1
N043,N027,1
N044,N003,1
N045,N003,1
N047,N004,1
N047,N029,1
N047,N035,1
N047,N040,1
N047,N046,1
N048,N003,1
N048,N011,1
N048,N023,1
N049,N003,1
N049,N011,1
N049,N027,1
N050,N003,1
N052,N004,1
N052,N007,1
N052,N035,1
N052,N040,1
N052,N047,1
N053,N047,1
N054,N047,1
N055,N004,1
N055,N007,1
N055,N029,1
N055,N035,1
N056,N004,1
N057,N047,1
N058,N055,1
N059,N001,1
N060,N005,1
N060,N006,1
N060,N007,1
N061,N005,1
N061,N060,1
N062,N005,1
N062,N006,1
N062,N060,1
N062,N061,1
N063,N006,1
N063,N060,1
N064,N006,1
N096,N013,1
N114,N003,1
N114,N049,1
N115,N006,1
N115,N064,1
