N002,N001,1
N004,N002,1
N005,N002,1
N005,N004,1
N007,N004,1
N007,N005,1
N015,N004,1
N016,N002,1
N029,N002,1
N029,N007,1
N029,N016,1
N030,N004,1
N030,N015,1
N032,N001,1
N033,N031,1
N034,N005,1
N034,N013,1
N035,N029,1
N035,N031,1
N035,N033,1
N039,N005,1
N040,N031,1
N041,N035,1
N060,N002,1
N060,N005,1
N062,N005,1
N063,N005,1
N063,N060,1
N065,N002,1
N066,N002,1
N071,N016,1
N072,N005,1
N072,N060,1
N080,N001,1
N080,N002,1
N080,N013,1
N082,N002,1
N083,N001,1
N083,N002,1
N083,N013,1
N083,N016,1
N083,N080,1
N089,N031,1
N089,N033,1
N095,N002,1
N095,N004,1
N095,N016,1
N095,N037,1
N095,N066,1
N096,N029,1
N097,N080,1
N098,N097,1
N099,N097,1
N099,N098,1
N100,N005,1
N100,N060,1
N101,N005,1
N101,N060,1
N102,N005,1
N102,N060,1
N102,N072,1
N103,N002,1
N103,N005,1
N104,N005,1
N104,N060,1
N105,N080,1
N105,N098,1
N106,N105,1
N107,N099,1
N107,N105,1
N107,N106,1
N108,N005,1
N108,N102,1
N109,N002,1
N109,N005,1
N109,N060,1
N109,N072,1
N109,N101,1
N110,N062,1
N111,N098,1
N111,N105,1
N112,N089,1
N113,N005,1
N113,N060,1
N116,N016,1
N117,N060,1
N120,N110,1
N121,N002,1
N127,N031,1
N128,N005,1
N128,N060,1
